cell_id,donor,condition,state,x_um,y_um,rna_a,rna_b,embed_x,embed_y
D04-perturbed-046,D04,perturbed,S3,438.214,495.614,1.6326,0.1247,3.9132,-0.4961
D04-perturbed-047,D04,perturbed,S1,619.909,72.36,0.5288,2.0624,-0.6283,-1.3925
D04-perturbed-048,D04,perturbed,S2,188.062,227.612,1.2926,0.7764,2.4292,1.8778
D04-perturbed-049,D04,perturbed,S2,162.679,465.361,1.2461,0.9758,2.2451,2.0849
D04-perturbed-050,D04,perturbed,S3,715.556,368.582,1.6222,0,4.5728,0.0616
D04-perturbed-051,D04,perturbed,S2,101.448,284.622,1.8145,0.9725,2.1484,2.189
D04-perturbed-052,D04,perturbed,S1,167.078,253.267,1.0975,1.5547,0.2072,-0.7492
D04-perturbed-053,D04,perturbed,S2,300.55,54.767,1.7463,1.4408,2.6005,1.5528
D04-perturbed-054,D04,perturbed,S2,45.176,163.675,0.8126,1.1042,2.0715,2.3253
D04-perturbed-055,D04,perturbed,S3,151.616,198.956,2.1286,0,4.1155,0.054
D04-perturbed-056,D04,perturbed,S1,12.639,152.505,0.6326,1.774,-0.2775,-0.9149
D04-perturbed-057,D04,perturbed,S2,389.326,306.918,1.3216,1.1457,2.2379,1.191
D04-perturbed-058,D04,perturbed,S3,281.582,481.271,1.5161,0.4276,4.1955,0.4939
D04-perturbed-059,D04,perturbed,S3,177.979,270.598,2.092,0.2757,4.4471,0.3972
D04-perturbed-060,D04,perturbed,S1,352.892,469.125,0.9334,1.0313,0.4647,2.0211
D04-perturbed-061,D04,perturbed,S2,651.651,235.497,2.2239,0.9176,2.8432,1.8156
D04-perturbed-062,D04,perturbed,S2,85.125,444.026,1.0755,0.5814,1.7973,2.6374
D04-perturbed-063,D04,perturbed,S1,23.652,143.656,1.0548,1.3132,0.1784,1.0967
D04-perturbed-064,D04,perturbed,S2,529.538,154.742,0.9532,1.0176,2.4,2.3744
D04-perturbed-065,D04,perturbed,S1,86.833,225.869,0.9017,1.696,0.0183,1.2187
D04-perturbed-066,D04,perturbed,S3,231.233,498.584,2.0252,0,4.775,-1.1823
D04-perturbed-067,D04,perturbed,S1,263.856,220.457,0.5029,1.884,-0.5412,-0.561
D04-perturbed-068,D04,perturbed,S2,545.802,471.888,1.2488,0.9056,2.3577,2.4959
D04-perturbed-069,D04,perturbed,S2,49.219,312.642,1.416,0.9806,1.8099,0.7734
D04-perturbed-070,D04,perturbed,S1,641.635,488.481,0.1643,1.1889,-0.9847,0.4713
D04-perturbed-071,D04,perturbed,S3,105.553,180.874,1.4134,0.0968,3.7011,0.2285
D04-perturbed-072,D04,perturbed,S1,438.561,13.796,0.4766,1.4477,0.2434,0.3236
D04-perturbed-073,D04,perturbed,S1,177.671,466.122,1.0142,1.7964,0.4492,-0.2545
D04-perturbed-074,D04,perturbed,S1,35.625,430.409,0.485,1.378,-0.3966,-1.3408
D04-perturbed-075,D04,perturbed,S2,467.556,198.854,1.2033,1.2188,2.5712,2.2075
D04-perturbed-076,D04,perturbed,S2,465.224,220.275,1.1503,1.4753,2.0148,2.6098
D04-perturbed-077,D04,perturbed,S2,113.965,408.631,1.1146,0.2459,2.0807,2.5252
D04-perturbed-078,D04,perturbed,S2,532.637,242.214,1.072,1.3889,1.2462,2.1018
D04-perturbed-079,D04,perturbed,S2,265.302,437.726,1.8217,0.8829,2.4941,1.7807
D05-control-000,D05,control,S1,644.149,269.212,0.7312,1.7261,-0.0135,0.4437
D05-control-001,D05,control,S3,735.553,74.363,1.1405,0.9085,4.4361,0.0498
D05-control-002,D05,control,S1,279.217,240.203,0.2621,1.8991,-0.0841,-0.9148
D05-control-003,D05,control,S1,603.209,341.524,1.1779,1.624,-0.0414,-0.8939
D05-control-004,D05,control,S1,546.504,196.214,0.5207,0.5653,0.1836,1.2444
D05-control-005,D05,control,S2,764.164,487.098,0.7693,0.6477,2.022,2.9139
D05-control-006,D05,control,S1,88.905,493.319,0.3147,1.7225,0.128,-0.8904
D05-control-007,D05,control,S3,116.024,191.562,2.1214,0.6292,3.9378,-0.2124
D05-control-008,D05,control,S1,40.183,428.906,0.4201,1.2176,-0.483,-0.2276
D05-control-009,D05,control,S1,199.439,36.849,0.2515,1.0689,0.0861,0.1807
D05-control-010,D05,control,S3,643.695,333.44,0.8041,0.325,4.5706,0.6207
D05-control-011,D05,control,S1,690.076,67.146,0.4505,1.542,0.3087,0.7394
D05-control-012,D05,control,S3,511.526,93.692,1.7619,0.0463,3.9443,0.8247
D05-control-013,D05,control,S1,532.806,158.408,0.3006,1.474,-0.2332,0.3175
D05-control-014,D05,control,S1,96.73,178.141,0.1996,1.2979,0.7103,0.3045
D05-control-015,D05,control,S1,750.664,67.269,0.5621,0.7443,-0.2159,1.0594
D05-control-016,D05,control,S1,280.689,304.54,0.6497,0.9223,0.2826,-0.4873
D05-control-017,D05,control,S3,698.683,59.673,1.2639,0.1003,4.5705,-0.8271
D05-control-018,D05,control,S2,352.858,118.885,0.4567,0.507,2.2404,2.1064
D05-control-019,D05,control,S2,420.275,14.686,1.188,0.8619,1.7026,2.3785
D05-control-020,D05,control,S1,583.021,219.422,0.7851,0.9747,0.5821,0.1783
D05-control-021,D05,control,S1,580.826,165.163,0.0927,1.5203,0.0776,-0.0504
D05-control-022,D05,control,S1,374.448,476.907,0.4516,1.431,0.0153,0.4257
D05-control-023,D05,control,S1,382.653,207.914,0.3542,1.1696,0.3545,-0.5803
D05-control-024,D05,control,S1,341.56,495.685,0.7032,1.5696,-0.3404,-0.7003
D05-control-025,D05,control,S3,225.255,371.427,1.5279,0,4.5763,0.2783
D05-control-026,D05,control,S2,164.473,37.607,0.7558,0.5326,2.0464,0.9144
D05-control-027,D05,control,S1,511.954,293.217,1.2085,1.2918,0.1346,0.8708
D05-control-028,D05,control,S1,31.337,178.517,0.5337,1.2151,-0.3344,-0.3021
D05-control-029,D05,control,S1,528.702,283.084,0.6683,1.0589,-0.0918,-0.4766
D05-control-030,D05,control,S1,376.985,50.152,0,1.4115,0.3094,-0.557
D05-control-031,D05,control,S3,508.544,273.474,1.0808,0,4.8233,0.3239
D05-control-032,D05,control,S1,46.574,290.355,0.8813,1.8332,-0.1326,0.0171
D05-control-033,D05,control,S2,381.579,152.853,0.815,0.9742,2.2074,1.7413
D05-control-034,D05,control,S1,33.384,108.754,1.0354,1.8438,0.2617,0.4332
D05-control-035,D05,control,S3,92.109,275.805,1.4309,0.1368,3.7129,-0.3456
D05-control-036,D05,control,S3,708.287,339.607,0.8892,0.7924,4.8242,0.7746
D05-control-037,D05,control,S3,110.769,68.262,1.0343,0.2904,3.8286,1.0191
D05-control-038,D05,control,S1,482.251,196.745,0.886,1.6558,-0.3831,-0.1141
D05-control-039,D05,control,S1,97.996,21.911,0.8287,1.5262,-0.175,0.147
D05-control-040,D05,control,S2,772.652,232.378,0.2537,0.5992,2.3829,3.0651
D05-control-041,D05,control,S2,556.205,70.351,1.4067,1.2728,1.9016,1.6717
D05-control-042,D05,control,S1,429.027,458.672,0.7479,1.8697,0.0659,-1.3758
D05-control-043,D05,control,S1,60.65,194.113,0.1479,1.1149,0.1973,-0.4634
D05-control-044,D05,control,S2,212.458,176.374,1.3374,1.1201,2.0651,1.7642
D05-control-045,D05,control,S3,699.158,142.333,1.5298,0.1394,4.0595,-0.1619
D05-control-046,D05,control,S2,660.709,191.152,0.7283,1.074,1.2717,2.0649
D05-control-047,D05,control,S1,219.436,268.515,0.2225,1.3423,0.9664,0.1527
D05-control-048,D05,control,S1,383.829,0.061,0.777,1.2749,-0.0358,-0.1551
D05-control-049,D05,control,S1,163.986,120.124,0.9886,1.4613,0.1319,0.459
D05-control-050,D05,control,S3,191.629,457.382,1.3711,0.3308,4.1856,-0.4544
D05-control-051,D05,control,S2,781.296,320.785,0.7912,1.1894,1.4502,1.1547
D05-control-052,D05,control,S2,140.197,177.241,1.0967,0.5298,2.4739,2.0643
D05-control-053,D05,control,S1,303.999,135.543,0.33,1.6876,-0.2995,0.3016
D05-control-054,D05,control,S3,648.745,51.235,0.8795,0.5667,3.5923,-1.23
D05-control-055,D05,control,S3,683.599,164.689,1.1371,0,4.99,0.2277
D05-control-056,D05,control,S3,475.817,257.571,1.2771,0.56,3.5111,-0.2381
D05-control-057,D05,control,S2,172.685,326.627,1.1356,1.2048,3.7529,2.2208
D05-control-058,D05,control,S1,163.302,15.977,0.5968,1.4142,0.0497,0.734
D05-control-059,D05,control,S3,591.484,463.513,0.9313,0,3.8796,-0.221
D05-control-060,D05,control,S1,524.946,486.425,0.321,1.6493,0.1476,0.3714
D05-control-061,D05,control,S3,719.49,35.671,0.9474,0.6018,3.6343,0.4238
D05-control-062,D05,control,S3,35.836,124.125,1.1711,0.251,3.7288,-0.02
D05-control-063,D05,control,S1,421.104,380.908,0.5243,0.5916,-0.8856,0.5464
D05-control-064,D05,control,S3,249.728,423.742,1.2228,0.2583,3.9843,-0.2276
D05-control-065,D05,control,S3,261.68,54.687,1.4804,0.688,3.8779,0.2471
D05-control-066,D05,control,S1,236.891,474.143,0.2054,1.215,-0.3863,-0.8749
D05-control-067,D05,control,S3,736.173,237.552,1.4851,0,4.7205,-0.7894
D05-control-068,D05,control,S2,272.557,103.719,0.4078,0.9812,2.0189,2.4243
D05-control-069,D05,control,S1,374.586,1.196,0.3242,1.4461,-0.1291,0.8061
D05-control-070,D05,control,S2,571.688,458.251,0.5914,1.0115,2.3824,2.0033
D05-control-071,D05,control,S2,228.264,249.656,0,1.321,1.5839,1.7294
D05-control-072,D05,control,S3,626.384,424.341,1.0479,0.6202,5.0112,0.756
D05-control-073,D05,control,S2,35.791,342.823,0.7262,0.6398,1.5619,3.3081
D05-control-074,D05,control,S1,534.567,189.224,0.4563,1.2321,-0.9426,-0.1301
D05-control-075,D05,control,S1,243.817,247.22,0.9421,1.5605,-0.5759,0.1058
D05-control-076,D05,control,S1,179.672,72.438,0.3967,1.5104,0.1135,0.1184
D05-control-077,D05,control,S1,363.234,386.953,0.0984,1.7966,-0.4554,-0.0506
D05-control-078,D05,control,S3,573.852,399.617,0.7541,0.1812,4.6612,-1.7626
D05-control-079,D05,control,S2,687.167,294.854,0.6884,1.023,2.3329,2.6268
D05-perturbed-000,D05,perturbed,S2,671.289,159.292,1.4853,0,2.7869,2.2809
D05-perturbed-001,D05,perturbed,S2,611.046,351.459,0.8094,0.3371,1.3621,3.1861
D05-perturbed-002,D05,perturbed,S1,554.581,253.068,0.3041,1.5143,-0.0126,0.8791
D05-perturbed-003,D05,perturbed,S2,249.361,384.097,1.7128,0.6791,1.8884,1.8676
D05-perturbed-004,D05,perturbed,S3,607.196,218.451,1.9207,0.1613,4.5205,-0.4543
D05-perturbed-005,D05,perturbed,S2,499.903,421.545,0.9635,0.7194,2.7944,1.7968
D05-perturbed-006,D05,perturbed,S1,566.941,153.658,0.9476,0.9549,0.8445,-0.3944
D05-perturbed-007,D05,perturbed,S2,595.344,124.855,1.1865,0.6835,1.7382,2.2672
D05-perturbed-008,D05,perturbed,S1,88.687,446.406,1.5487,1.1585,-0.1632,0.0215
D05-perturbed-009,D05,perturbed,S1,462.424,431.904,0.1692,1.825,-0.2461,0.3379
D05-perturbed-010,D05,perturbed,S1,466.969,458.698,1.6982,1.47,0.4198,-0.8346
D05-perturbed-011,D05,perturbed,S1,366.857,209.412,0.3667,1.8216,-0.1516,-1.2168
D05-perturbed-012,D05,perturbed,S2,270.342,272.952,0.8198,1.3886,2.6213,2.4902
D05-perturbed-013,D05,perturbed,S1,202.934,326.765,0.9469,1.3761,0.5074,-0.1259
D05-perturbed-014,D05,perturbed,S2,45.588,71.307,1.181,0.9339,1.6548,1.5679
D05-perturbed-015,D05,perturbed,S1,743.614,97.642,0.9417,1.3881,-0.7125,0.4277
D05-perturbed-016,D05,perturbed,S2,601.768,206.823,1.177,0.6297,1.8315,2.4939
D05-perturbed-017,D05,perturbed,S2,477.136,442.739,0.8981,1.2148,1.6743,2.7978
D05-perturbed-018,D05,perturbed,S3,312.329,299.598,2.0878,0.5539,3.7942,0.6182
D05-perturbed-019,D05,perturbed,S1,463.855,481.385,0.7502,1.5491,-0.8027,0.4144
D05-perturbed-020,D05,perturbed,S1,519.909,416.723,0.5093,1.516,1.3537,0.3107
D05-perturbed-021,D05,perturbed,S2,693.909,102.742,1.3732,1.4665,1.916,2.2958
D05-perturbed-022,D05,perturbed,S1,454.244,190.545,0.5669,1.0999,0.4723,-1.1579
D05-perturbed-023,D05,perturbed,S2,210.61,216.797,1.4546,1.3352,2.0944,2.1498
D05-perturbed-024,D05,perturbed,S3,148.793,395.909,1.1152,0.8652,3.2454,-0.0617
D05-perturbed-025,D05,perturbed,S1,362.595,366.142,0.9671,1.5061,0.0204,0.4732
D05-perturbed-026,D05,perturbed,S1,10.325,293.457,0.1686,1.3572,0.6503,1.1205
D05-perturbed-027,D05,perturbed,S1,363.683,39.455,0.2244,1.7329,-0.5919,-0.1793
D05-perturbed-028,D05,perturbed,S1,424.923,395.314,1.0129,1.6961,0.5164,-0.8703
D05-perturbed-029,D05,perturbed,S3,232.857,327.596,1.9244,0.394,4.0757,-0.862
D05-perturbed-030,D05,perturbed,S2,704.852,267.133,1.4599,0.872,1.6956,2.2043
D05-perturbed-031,D05,perturbed,S1,24.518,52.966,0.7169,1.4838,0.2081,-0.1624
D05-perturbed-032,D05,perturbed,S2,395.154,16.429,1.5493,0.8205,2.3486,2.0476
D05-perturbed-033,D05,perturbed,S2,736.584,374.567,1.3157,1.0753,3.3011,3.0055
D05-perturbed-034,D05,perturbed,S1,670.437,194.265,0.656,1.1071,-0.5537,0.2182
D05-perturbed-035,D05,perturbed,S2,669.209,155.742,1.1578,0.6969,2.2708,1.8502
D05-perturbed-036,D05,perturbed,S2,659.854,380.247,1.705,0.9633,1.3859,1.4464
D05-perturbed-037,D05,perturbed,S2,747.535,58.191,0.9845,1.1008,2.0884,2.5063
D05-perturbed-038,D05,perturbed,S2,395.334,228.528,1.4098,1.0703,2.01,1.6523
D05-perturbed-039,D05,perturbed,S2,305.861,79.086,1.101,0.6948,1.9946,2.6822
D05-perturbed-040,D05,perturbed,S1,462.695,164.667,1.0726,1.442,-0.2525,-0.1878
D05-perturbed-041,D05,perturbed,S3,465.122,371.952,1.7637,0.3848,5.5575,0.1666
D05-perturbed-042,D05,perturbed,S1,712.331,78.141,0.447,1.0731,0.8723,0.7901
D05-perturbed-043,D05,perturbed,S3,331.182,398.193,1.8944,0.4446,4.4264,-0.979
D05-perturbed-044,D05,perturbed,S2,348.871,167.786,1.4476,0.8863,2.4087,2.3969
D05-perturbed-045,D05,perturbed,S1,216.158,318.418,0.9911,1.2982,1.0366,-0.1886
D05-perturbed-046,D05,perturbed,S3,132.236,445.406,1.5678,0.1446,3.9939,-0.6146
D05-perturbed-047,D05,perturbed,S2,585.259,64.099,1.2506,1.0596,2.5083,2.3498
D05-perturbed-048,D05,perturbed,S1,708.382,116.506,0.2303,1.5896,0.1068,0.7058
D05-perturbed-049,D05,perturbed,S3,512.092,319.225,1.0252,0.2963,3.3357,-0.5868
D05-perturbed-050,D05,perturbed,S3,158.34,70.072,1.5944,0.4529,3.5236,0.7326
D05-perturbed-051,D05,perturbed,S2,203.402,442.403,1.3488,0.5018,2.4912,2.0136
D05-perturbed-052,D05,perturbed,S1,609.038,497.447,0.4705,1.006,-0.4541,0.1981
D05-perturbed-053,D05,perturbed,S2,522.495,258.285,0.6433,0.4213,1.6032,2.1658
D05-perturbed-054,D05,perturbed,S3,484.15,198.085,1.4856,0.4584,2.7869,-0.4937
D05-perturbed-055,D05,perturbed,S2,6.564,296.138,0.3896,0.2818,1.3476,2.6888
D05-perturbed-056,D05,perturbed,S3,449.278,493.001,1.99,0.7409,3.9299,0.4021
D05-perturbed-057,D05,perturbed,S2,0.159,456.093,0.6327,0.5791,2.102,2.3661
D05-perturbed-058,D05,perturbed,S3,598.315,132.539,1.4695,0.2862,3.5953,0.0704
D05-perturbed-059,D05,perturbed,S1,372.594,284.181,0,1.3844,0.2841,-0.763
D05-perturbed-060,D05,perturbed,S2,798.202,210.221,0.0566,1.1834,1.8103,2.8944
D05-perturbed-061,D05,perturbed,S2,299.254,96.382,1.3582,0.5997,1.5926,2.1879
D05-perturbed-062,D05,perturbed,S2,1.251,375.994,0.8638,0.8756,2.2114,1.3002
D05-perturbed-063,D05,perturbed,S2,43.403,32.383,0.4664,0.8053,1.9864,2.3315
D05-perturbed-064,D05,perturbed,S2,736.784,92.316,1.3363,0.8056,1.9352,2.0969
D05-perturbed-065,D05,perturbed,S2,464.342,347.313,1.7351,0.3639,2.1968,2.5865
D05-perturbed-066,D05,perturbed,S1,561.16,337.107,0.4711,1.6611,0.4327,-0.4534
D05-perturbed-067,D05,perturbed,S1,214.016,359.543,0.9139,1.3986,-0.1491,-0.112
D05-perturbed-068,D05,perturbed,S1,542.921,473.205,0.5432,1.6393,-0.3796,1.7303
D05-perturbed-069,D05,perturbed,S2,324.745,321.335,1.5073,0.4966,2.1552,2.4575
D05-perturbed-070,D05,perturbed,S1,50.329,476.261,0.1947,1.7417,-0.5514,0.1721
D05-perturbed-071,D05,perturbed,S2,161.128,92.305,0.987,1.0287,2.174,2.4592
D05-perturbed-072,D05,perturbed,S1,16.181,132.566,0.5188,1.2836,-0.5446,0.7968
D05-perturbed-073,D05,perturbed,S2,77.681,390.144,1.338,1.0079,1.7727,1.1068
D05-perturbed-074,D05,perturbed,S2,386.708,47.339,1.3764,1.084,1.9066,2.3661
D05-perturbed-075,D05,perturbed,S3,719.367,291.209,1.8083,0.2283,4.3283,-1.0239
D05-perturbed-076,D05,perturbed,S1,155.959,92.198,0.4077,1.7133,-0.5821,0.646
D05-perturbed-077,D05,perturbed,S3,193.271,232.782,1.5273,0,3.8156,-0.5442
D05-perturbed-078,D05,perturbed,S2,369.486,300.729,0.9354,0.4759,2.1226,0.3053
D05-perturbed-079,D05,perturbed,S3,17.768,426.717,2.4971,0,3.7831,-0.3363
D06-control-000,D06,control,S1,634.715,260.143,0,1.8526,0.4388,0.2442
D06-control-001,D06,control,S1,601.796,263.637,0.5652,1.4664,-0.8962,0.0916
D06-control-002,D06,control,S1,550.505,460.247,1.0466,1.3143,0.1179,0.9767
D06-control-003,D06,control,S2,392.129,349.611,1.1053,1.2425,1.6304,2.3125
D06-control-004,D06,control,S1,562.728,277.422,0.7496,1.6896,0.3302,-0.2716
D06-control-005,D06,control,S2,389.433,250.517,1.422,1.1349,1.8837,1.839
D06-control-006,D06,control,S1,708.539,267.431,0.4115,1.952,-0.1025,-0.3208
D06-control-007,D06,control,S1,237.056,171.534,0.6171,1.8672,0.0807,-0.2227
D06-control-008,D06,control,S3,595.315,461.141,1.4707,0.6865,4.0239,-0.2414
D06-control-009,D06,control,S3,19.448,251.22,1.9889,0.2338,4.3525,0.6572
D06-control-010,D06,control,S2,53.113,476.685,1.2106,1.5606,2.3666,3.1886
D06-control-011,D06,control,S2,584.446,394.851,1.541,0.968,1.2559,1.8253
D06-control-012,D06,control,S2,464.236,332.469,1.2574,1.0458,2.2504,1.9115
D06-control-013,D06,control,S2,563.967,302.868,0.7604,1.6535,1.4763,2.2888
D06-control-014,D06,control,S3,539.671,390.986,1.6483,0.9055,4.3915,-0.5041
D06-control-015,D06,control,S1,747.317,313.281,1.0917,2.431,-0.1568,-0.3372
D06-control-016,D06,control,S2,410.646,183.978,1.1047,1.2377,2.19,2.8037
D06-control-017,D06,control,S2,154.429,97.117,1.2223,0.86,1.7117,1.9919
D06-control-018,D06,control,S1,227.871,240.171,1.1969,1.5135,-0.1095,-0.3788
D06-control-019,D06,control,S2,733.68,169.036,1.0561,1.2231,2.0746,1.9805
D06-control-020,D06,control,S1,401.946,137.097,0.5963,1.7627,0.7812,0.6754
D06-control-021,D06,control,S1,428.931,311.092,0.3863,1.7665,-0.178,0.2917
D06-control-022,D06,control,S3,210.069,489.939,1.1466,0.6249,4.3741,0.588
D06-control-023,D06,control,S1,599.257,367.481,0,1.2552,-0.2076,-0.7676
D06-control-024,D06,control,S3,167.219,403.636,0.7188,1.1698,3.5405,0.6022
D06-control-025,D06,control,S2,755.796,459.966,1.3454,1.1047,2.4051,2.1443
D06-control-026,D06,control,S1,394.594,352.487,1.0279,1.3899,-0.449,0.182
D06-control-027,D06,control,S2,87.593,280.493,0.948,1.0068,2.1213,2.7501
D06-control-028,D06,control,S1,471.939,311.167,0.8964,1.516,-0.1165,-0.2999
D06-control-029,D06,control,S2,135.21,488.906,0.6354,1.7025,2.3448,2.0003
D06-control-030,D06,control,S2,688.299,273.636,1.2188,1.2178,2.3131,0.7299
D06-control-031,D06,control,S1,686.272,307.377,0.815,1.7638,-0.6501,-0.1372
D06-control-032,D06,control,S2,393.592,146.723,1.2199,1.4451,2.091,2.3496
D06-control-033,D06,control,S1,2.887,151.93,1.1657,1.4491,-0.3312,0.16
D06-control-034,D06,control,S3,350.953,276.6,1.4345,0.4102,3.6013,0.4755
D06-control-035,D06,control,S1,686.107,435.79,0.5386,1.5269,-0.6254,-0.4033
D06-control-036,D06,control,S1,173.446,253.792,1.2015,1.3082,-0.1348,-0.3207
D06-control-037,D06,control,S2,140.647,2.367,0.9991,1.3108,2.7696,2.6291
D06-control-038,D06,control,S1,116.544,100.4,0.6018,1.2102,-0.5211,-0.5289
D06-control-039,D06,control,S3,681.406,401.567,1.4469,0.7419,4.6514,0.8229
D06-control-040,D06,control,S1,115.303,468.717,0.4219,1.6249,0.5286,0.7011
D06-control-041,D06,control,S2,576.811,90.46,1.2678,1.105,1.5853,1.5385
D06-control-042,D06,control,S3,708.574,342.311,1.4801,0.4762,3.9045,0.2614
D06-control-043,D06,control,S1,711.098,87.688,0.0552,1.5752,-0.4142,0.0287
D06-control-044,D06,control,S2,406.454,36.161,1.1942,0.946,3.0155,2.1375
D06-control-045,D06,control,S2,210.909,418.38,1.2184,1.135,2.2854,2.1132
D06-control-046,D06,control,S2,785.939,479.869,1.5949,1.7831,2.1661,2.6604
D06-control-047,D06,control,S1,109.447,240.664,0.6759,1.427,-0.0969,-0.0358
D06-control-048,D06,control,S2,349.055,25.727,1.4171,0.8641,2.4678,1.7137
D06-control-049,D06,control,S2,344.829,414.83,1.2161,1.0095,2.2158,2.2914
D06-control-050,D06,control,S3,182.618,374.702,1.863,0.5484,4.5701,-0.7852
D06-control-051,D06,control,S3,738.147,124.707,1.4689,0.6385,3.8405,-0.1867
D06-control-052,D06,control,S3,392.036,369.456,1.6151,0.9414,3.2429,0.7327
D06-control-053,D06,control,S1,502.299,31.469,1.3266,1.8327,0.4633,1.035
D06-control-054,D06,control,S3,722.778,214.49,1.3008,0.4031,3.8326,0.3046
D06-control-055,D06,control,S2,304.285,318.902,1.4548,1.02,2.5829,2.7311
D06-control-056,D06,control,S1,648.754,221.893,0.3192,1.463,0.4671,0.7143
D06-control-057,D06,control,S1,484.174,402.066,0.8949,1.7355,0.827,-0.2721
D06-control-058,D06,control,S1,689.238,72.61,0.7336,1.5472,0.1183,0.845
D06-control-059,D06,control,S1,715.522,122.0,0.1312,1.9217,-0.3451,-0.8875
D06-control-060,D06,control,S2,301.824,256.256,0.7403,1.3401,1.5285,2.2016
D06-control-061,D06,control,S1,160.85,33.044,1.1261,1.8238,0.1344,-0.031
D06-control-062,D06,control,S1,644.649,329.403,0.445,2.2674,-0.4269,0.1572
D06-control-063,D06,control,S3,90.895,89.818,1.8295,0.8004,4.4668,-0.0901
D06-control-064,D06,control,S1,462.569,146.937,0.7504,1.7736,0.0368,0.1705
D06-control-065,D06,control,S3,691.819,99.014,1.567,0,4.6274,-0.8043
D06-control-066,D06,control,S2,631.85,35.365,1.3058,1.0627,1.1791,2.1711
D06-control-067,D06,control,S3,329.192,489.373,1.2196,0.5471,3.7073,0.4667
D06-control-068,D06,control,S1,555.061,254.402,1.3235,1.6075,0.6203,-0.9496
D06-control-069,D06,control,S2,136.812,443.396,0.8327,0.1237,2.5582,0.9727
D06-control-070,D06,control,S2,115.368,294.204,1.3935,1.6287,2.4512,1.8414
D06-control-071,D06,control,S3,547.482,25.687,1.3464,0.6331,4.9089,-1.0797
D06-control-072,D06,control,S3,466.58,198.615,1.1646,0.6135,5.0242,0.1107
D06-control-073,D06,control,S1,219.919,132.854,0.6093,1.1149,0.4049,0.5666
D06-control-074,D06,control,S1,668.399,28.53,0.0796,2.1865,-0.6899,0.353
D06-control-075,D06,control,S2,589.206,356.177,0.4868,0.8958,2.3076,2.161
D06-control-076,D06,control,S1,453.173,367.86,0.8064,1.2882,0.4158,0.7693
D06-control-077,D06,control,S1,157.263,321.836,0,1.2484,0.5507,1.0793
D06-control-078,D06,control,S2,728.259,68.787,0.9269,0.9135,2.4404,1.4935
D06-control-079,D06,control,S1,195.746,206.771,1.1808,1.8249,0.6536,-0.0736
D06-perturbed-000,D06,perturbed,S2,380.818,294.333,1.5573,1.161,1.5154,1.7752
D06-perturbed-001,D06,perturbed,S2,567.903,239.432,2.2951,1.4848,2.0828,1.7076
D06-perturbed-002,D06,perturbed,S3,145.098,491.74,2.1517,1.0988,3.8146,-0.4009
D06-perturbed-003,D06,perturbed,S2,383.688,136.3,1.869,0.5896,1.3583,1.0102
D06-perturbed-004,D06,perturbed,S3,85.265,225.055,2.0812,1.117,4.1273,-0.3379
D06-perturbed-005,D06,perturbed,S1,679.309,458.676,0.241,1.7393,-0.1178,-0.6551
D06-perturbed-006,D06,perturbed,S2,498.173,87.387,1.9722,1.3515,2.2174,2.8118
D06-perturbed-007,D06,perturbed,S2,298.573,299.352,1.6023,0.7222,1.5738,2.5543
D06-perturbed-008,D06,perturbed,S1,356.288,26.341,0.9984,2.511,0.0996,0.3861
D06-perturbed-009,D06,perturbed,S3,651.187,179.831,1.7707,0.1952,4.4615,-0.2512
D06-perturbed-010,D06,perturbed,S3,441.038,226.923,1.4183,0.8957,3.0923,-0.1623
D06-perturbed-011,D06,perturbed,S2,277.828,198.216,1.4029,1.2231,1.4006,1.372
D06-perturbed-012,D06,perturbed,S2,213.846,211.901,1.4853,1.139,1.9286,1.3774
D06-perturbed-013,D06,perturbed,S2,302.438,103.379,0.88,0.7291,1.7441,1.3961
D06-perturbed-014,D06,perturbed,S1,410.275,273.337,1.091,1.6723,0.4484,-0.2639
D06-perturbed-015,D06,perturbed,S2,155.717,313.853,1.4495,1.3852,2.2694,1.8786
D06-perturbed-016,D06,perturbed,S1,411.104,79.279,0.7055,1.5872,0.1491,-0.3482
D06-perturbed-017,D06,perturbed,S2,640.76,468.478,1.4494,0.8862,2.7044,2.0677
D06-perturbed-018,D06,perturbed,S1,669.711,202.135,0.5252,1.7456,-1.0154,-0.4963
D06-perturbed-019,D06,perturbed,S2,763.811,336.817,1.4547,1.2585,1.9766,0.8724
D06-perturbed-020,D06,perturbed,S1,602.415,111.152,1.3202,2.0186,-0.1139,-0.7763
D06-perturbed-021,D06,perturbed,S2,217.959,55.124,1.2533,1.155,2.2348,0.8971
D06-perturbed-022,D06,perturbed,S1,98.431,251.865,1.0282,1.3293,-0.0869,-0.1284
D06-perturbed-023,D06,perturbed,S3,676.239,136.891,1.5865,0.57,3.3981,-0.7452
D06-perturbed-024,D06,perturbed,S3,267.339,482.233,1.9028,0.5112,4.6897,-1.0359
D06-perturbed-025,D06,perturbed,S2,69.946,490.035,0.8772,0.7841,1.3837,2.5985
D06-perturbed-026,D06,perturbed,S2,85.845,210.776,1.7196,1.1469,1.9074,2.3713
D06-perturbed-027,D06,perturbed,S2,145.035,385.829,1.4422,1.5152,1.6367,2.3983
D06-perturbed-028,D06,perturbed,S1,262.759,432.627,0.6787,1.4636,0.0731,1.2654
D06-perturbed-029,D06,perturbed,S2,767.875,40.353,1.0141,1.2009,1.3427,2.1616
