donor,condition,cell_id,state,x_um,y_um,radial_offset_um,rna_epithelial,rna_stromal,rna_boundary,atac,protein,invariant
D08,C,D08-C-0584,Stromal-like,258.105,567.358,105.614,0.02,2.16392,1.11087,0.90844,1.05605,1.19712
D08,C,D08-C-0585,Stromal-like,964.229,906.995,152.865,0.79,2.27049,1.40424,0.97819,1.06278,1.19168
D08,C,D08-C-0586,Epithelial-like,475.752,651.116,-2.639,1.85708,0.55572,1.58688,0.94884,1.14813,1.6871
D08,C,D08-C-0587,Epithelial-like,1206.558,533.12,-59.373,2.28416,0.84326,1.5843,1.34169,1.09111,1.39144
D08,C,D08-C-0588,Immune-like,502.612,528.653,-66.121,0.47553,0.51528,1.45913,1.31445,1.23667,1.14425
D08,C,D08-C-0589,Immune-like,1026.733,300.567,-37.992,0.73417,0.7399,1.92978,1.32254,1.18873,1.73146
D08,C,D08-C-0590,Immune-like,1019.544,357.946,-96.814,0.35411,0.95332,2.27592,1.79049,1.18921,1.17652
D08,C,D08-C-0591,Immune-like,1300.273,615.776,26.002,0.66713,0.41373,2.1855,1.74898,1.54103,1.34555
D08,C,D08-C-0592,Epithelial-like,1016.054,615.616,-139.651,2.197,0.98101,1.12401,1.09758,0.84528,1.9787
D08,C,D08-C-0593,Stromal-like,902.29,858.157,92.25,0.35398,1.84575,0.949,0.95327,0.45357,1.40093
D08,C,D08-C-0594,Stromal-like,367.047,286.055,112.353,0.36876,2.33816,1.01573,0.53656,0.94007,1.56129
D08,C,D08-C-0595,Stromal-like,908.027,86.835,177.509,0.60471,2.2363,1.04527,0.61273,0.91399,1.43169
D08,C,D08-C-0596,Epithelial-like,974.771,637.12,-137.159,2.33364,0.90169,1.07016,0.67725,0.78893,1.48657
D08,C,D08-C-0597,Epithelial-like,1047.07,339.616,-68.976,2.01971,0.60124,1.7374,1.53496,1.38362,1.40515
D08,C,D08-C-0598,Stromal-like,1469.014,436.648,127.098,0.8542,2.36926,1.38478,0.93155,0.90305,1.26957
D08,C,D08-C-0599,Stromal-like,845.405,811.348,37.455,0.73611,1.80611,1.21151,1.07166,0.89419,1.60963
D08,C,D08-C-0600,Stromal-like,965.789,74.805,195.858,0.31353,1.84698,1.07415,1.10888,0.8806,1.17021
D08,C,D08-C-0601,Stromal-like,1349.066,307.225,107.239,0.41841,2.33475,1.49321,1.04987,0.75984,1.80724
D08,C,D08-C-0602,Epithelial-like,770.052,457.829,-224.295,2.41293,0.70637,1.1151,1.03078,0.79541,1.25581
D08,C,D08-C-0603,Stromal-like,878.549,43.786,225.149,0.53746,1.95486,1.1244,0.59069,0.7039,1.28248
D08,C,D08-C-0604,Epithelial-like,726.978,309.028,-61.573,2.31872,0.42286,0.96892,0.83083,0.71935,1.41167
D08,C,D08-C-0605,Stromal-like,135.707,588.256,192.258,0.68174,1.90175,0.75995,0.74917,0.39934,1.56592
D08,C,D08-C-0606,Immune-like,375.892,507.662,19.743,0.59886,0.65951,1.81952,1.151,1.34701,1.16414
D08,C,D08-C-0607,Immune-like,375.427,260.222,126.535,0.84194,0.82628,1.22995,1.25621,0.76928,1.5045
D08,C,D08-C-0608,Immune-like,1312.449,305.491,87.856,0.84079,0.84602,1.3325,1.17665,1.0462,1.42299
D08,C,D08-C-0609,Stromal-like,944.44,158.628,99.492,1.07021,2.21333,1.16415,0.79552,0.81975,0.87267
D08,C,D08-C-0610,Epithelial-like,536.327,461.539,-83.21,2.00156,0.24296,1.30594,0.92597,1.13027,1.19713
D08,C,D08-C-0611,Epithelial-like,880.771,135.725,120.835,2.48632,1.12343,1.01594,0.6679,0.78848,1.48324
D08,C,D08-C-0612,Stromal-like,1245.066,184.901,152.93,0.86035,1.99131,0.98784,0.65544,0.61848,1.36456
D08,C,D08-C-0613,Epithelial-like,839.881,693.928,-95.876,2.24188,0.90105,1.41507,1.12433,0.81054,1.96504
D08,C,D08-C-0614,Stromal-like,1084.696,158.15,125.935,0.70903,2.11687,1.0567,0.57638,0.8437,1.26282
D08,C,D08-C-0615,Stromal-like,651.243,617.388,-122.176,0.44299,2.30776,1.18074,0.92577,0.65657,1.49879
D08,C,D08-C-0616,Stromal-like,1278.046,344.578,43.27,0.7691,2.17812,1.88481,1.5388,1.38041,0.94708
D08,C,D08-C-0617,Epithelial-like,350.593,632.377,64.247,2.15338,0.87034,1.05023,0.88285,0.94104,1.17782
D08,C,D08-C-0618,Stromal-like,555.648,220.608,80.737,0.58198,2.42708,1.75427,1.09003,1.09046,0.956
D08,C,D08-C-0619,Stromal-like,710.312,158.141,106.127,0.83909,1.87031,1.19456,1.19508,1.37282,1.52388
D08,C,D08-C-0620,Epithelial-like,986.535,554.375,-198.754,2.03064,0.93601,0.95864,0.61806,0.77907,1.22593
D08,C,D08-C-0621,Epithelial-like,558.484,855.807,135.78,2.19208,0.39608,1.22774,1.07264,1.11107,1.61845
D08,C,D08-C-0622,Stromal-like,575.673,161.515,133.321,0.68101,1.93363,1.03182,1.14268,0.65432,1.36002
D08,C,D08-C-0623,Epithelial-like,842.407,672.952,-119.754,2.19675,0.75082,0.79376,0.72259,0.60133,1.03723
D08,C,D08-C-0624,Immune-like,1361.428,507.103,45.308,0.40788,0.73812,1.74984,1.37938,1.22239,1.58993
D08,C,D08-C-0625,Stromal-like,659.784,169.905,102.841,0.66823,2.50183,1.4064,1.13616,0.6388,1.13267
D08,C,D08-C-0626,Stromal-like,899.675,51.349,217.304,0.8322,1.84009,1.00252,0.76622,1.0152,1.27485
D08,C,D08-C-0627,Immune-like,563.228,678.74,-30.503,0.40643,0.33282,2.18637,1.66454,1.1438,1.63269
D08,C,D08-C-0628,Immune-like,912.035,826.925,57.64,0.08946,0.3765,1.90973,1.11189,1.24519,1.55487
D08,C,D08-C-0629,Epithelial-like,923.525,546.964,-239.423,2.20248,0.99571,1.32912,1.053,1.07504,1.28923
D08,C,D08-C-0630,Immune-like,1625.393,555.168,228.566,0.93846,0.3213,1.5728,1.27061,0.86031,1.17723
D08,C,D08-C-0631,Epithelial-like,664.737,412.166,-136.295,2.02949,0.68483,1.64059,1.33062,1.07925,1.43958
D08,C,D08-C-0632,Stromal-like,918.38,679.102,-107.213,0.74773,2.88365,1.23013,0.67525,0.84964,0.72771
D08,C,D08-C-0633,Immune-like,780.149,584.116,-208.137,0.69072,0.18887,1.4482,1.22353,0.71802,1.93482
D08,C,D08-C-0634,Epithelial-like,948.477,656.029,-125.874,1.62306,0.38331,0.87963,0.88964,0.81689,1.75642
D08,C,D08-C-0635,Epithelial-like,312.257,469.545,66.175,1.80968,0.52827,1.18509,0.68408,0.89212,0.86432
D08,C,D08-C-0636,Epithelial-like,679.111,572.701,-167.971,2.30277,0.67791,1.2868,1.27067,0.9813,1.49297
D08,C,D08-C-0637,Immune-like,1218.318,293.483,47.389,0.19411,0.59373,2.0459,1.54539,1.34626,1.06875
D08,C,D08-C-0638,Epithelial-like,914.282,448.792,-222.681,2.33608,0.99886,1.36512,0.87758,0.92357,1.13721
D08,C,D08-C-0639,Stromal-like,1223.938,260.507,77.073,0.88015,2.13407,1.55283,1.14883,0.95421,1.32713
D08,C,D08-C-0640,Stromal-like,299.313,381.054,99.646,0.77776,2.15664,0.8298,0.84916,0.95383,1.24002
D08,C,D08-C-0641,Stromal-like,1270.855,665.828,33.302,0.39693,2.14359,1.50405,0.96888,1.17879,1.47752
D08,C,D08-C-0642,Epithelial-like,504.685,455.918,-60.629,2.26418,0.94106,1.16789,1.20176,1.1229,1.34888
D08,C,D08-C-0643,Immune-like,835.333,658.045,-136.467,0.75381,0.47849,1.49042,1.19017,0.88733,1.6914
D08,C,D08-C-0644,Immune-like,1301.009,582.924,14.833,0.39472,0.58291,2.00605,1.35622,1.16708,1.15062
D08,C,D08-C-0645,Epithelial-like,1074.399,334.897,-53.571,2.19222,0.31033,1.41779,1.11871,0.76246,1.14101
D08,C,D08-C-0646,Stromal-like,1299.591,747.555,104.51,0.73188,2.03515,1.14627,0.79831,0.54443,1.86867
D08,C,D08-C-0647,Stromal-like,851.11,176.267,74.243,0.61885,2.32603,1.57104,1.1453,0.91568,1.35326
D08,C,D08-C-0648,Immune-like,397.608,461.604,9.7,0.81253,0.18785,1.90236,1.36376,0.993,1.24182
D08,C,D08-C-0649,Immune-like,615.699,707.256,-29.321,1.15291,0.82446,1.85393,1.26843,1.26154,1.34157
D08,C,D08-C-0650,Stromal-like,822.054,849.843,81.659,0.88142,1.95875,0.78649,0.51159,0.72754,1.15208
D08,C,D08-C-0651,Stromal-like,1063.97,894.605,155.969,0.6625,2.20926,0.97018,0.87822,0.69275,1.82653
D08,C,D08-C-0652,Stromal-like,1410.739,476.67,80.931,0.66751,2.21091,1.4389,0.82296,1.17422,1.65092
D08,C,D08-C-0653,Stromal-like,273.344,319.136,145.602,0.54457,2.37345,0.69946,0.50047,0.97842,1.23631
D08,C,D08-C-0654,Epithelial-like,719.858,309.354,-60.189,2.44112,1.23143,1.56029,1.26366,1.09507,1.42229
D08,C,D08-C-0655,Immune-like,414.022,369.554,33.589,0.85188,0.3348,1.93097,1.31562,0.95366,1.73779
D08,C,D08-C-0656,Stromal-like,1475.26,601.609,135.731,0.47423,2.29593,1.33051,0.56376,0.86395,0.97813
D08,C,D08-C-0657,Stromal-like,1537.752,622.385,183.068,0.85411,2.34867,0.7285,0.45211,0.91566,1.45627
D08,C,D08-C-0658,Stromal-like,1446.418,451.82,108.821,0.79192,2.21472,0.93156,0.59965,0.91114,1.60796
D08,C,D08-C-0659,Epithelial-like,976.877,310.05,-61.732,1.87843,0.88113,1.63428,1.29918,0.76865,1.57438
D08,C,D08-C-0660,Epithelial-like,829.214,585.833,-217.658,2.33215,0.64635,0.77291,0.41181,0.97445,1.51741
D08,C,D08-C-0661,Stromal-like,1469.217,428.19,129.19,0.67047,2.01154,1.08211,0.77054,0.83727,1.51094
D08,C,D08-C-0662,Epithelial-like,983.996,514.713,-213.065,2.37007,0.62028,0.69596,0.60652,0.71293,1.61306
D08,C,D08-C-0663,Stromal-like,246.309,824.514,241.541,0.80277,2.42124,1.13767,0.90349,0.8222,1.20502
D08,C,D08-C-0664,Immune-like,194.265,719.701,203.435,1.18639,0.68491,1.87146,1.35446,0.84724,1.30889
D08,C,D08-C-0665,Stromal-like,180.02,749.344,228.437,0.66612,2.51112,1.14767,0.8102,0.76421,1.35621
D08,C,D08-C-0666,Epithelial-like,289.052,527.511,79.726,2.18099,0.83969,1.23127,0.98491,0.97608,1.22456
D08,C,D08-C-0667,Stromal-like,1130.228,63.692,237.272,0.46298,2.1062,0.46816,0.54418,0.60325,1.73404
D08,C,D08-C-0668,Stromal-like,1458.667,504.346,111.945,0.72249,2.48443,1.13027,0.93263,0.78242,0.97849
D08,C,D08-C-0669,Stromal-like,633.221,164.441,114.815,0.86855,2.32998,1.33502,1.06514,0.59235,1.35384
D08,C,D08-C-0670,Epithelial-like,838.107,571.741,-234.368,2.39356,0.49796,0.84483,0.86786,0.39071,1.11955
D08,C,D08-C-0671,Stromal-like,581.801,873.695,147.276,0.90305,1.94123,0.99429,1.06006,0.79534,1.5002
D08,C,D08-C-0672,Immune-like,1330.605,745.914,119.535,0.73224,0.94188,1.98705,1.58931,0.90416,1.41289
D08,C,D08-C-0673,Stromal-like,969.614,886.606,130.733,0.9737,2.04882,1.05147,0.74423,1.14158,1.34895
D08,C,D08-C-0674,Immune-like,886.683,430.623,-211.365,0.57866,0.63297,1.36484,0.79083,0.87616,1.21271
D08,C,D08-C-0675,Stromal-like,1302.425,306.307,81.786,0.38948,2.24395,1.22425,0.92627,1.00595,1.00137
D08,C,D08-C-0676,Stromal-like,1276.281,863.283,191.403,0.64048,2.24559,1.22505,1.0799,0.74579,1.32275
D08,C,D08-C-0677,Epithelial-like,936.343,603.996,-182.907,2.44222,0.69301,1.20265,0.76355,0.70276,1.35864
D08,C,D08-C-0678,Epithelial-like,1036.128,641.982,-108.159,2.07366,0.57706,1.00042,0.56034,0.69293,1.54942
D08,C,D08-C-0679,Immune-like,1371.304,575.425,59.716,0.31149,0.57874,1.71774,1.09192,0.96294,1.41001
D08,C,D08-C-0680,Epithelial-like,350.15,425.536,50.563,2.04207,0.14151,1.55547,0.9686,0.92478,1.9126
D08,C,D08-C-0681,Stromal-like,488.282,843.836,148.094,0.68768,1.98627,1.43304,1.19831,0.96599,1.02508
D08,C,D08-C-0682,Immune-like,356.873,566.345,38.774,0.63204,0.58381,1.2535,0.72412,1.3686,1.04072
D08,C,D08-C-0683,Immune-like,1097.942,768.493,34.3,0.67674,0.83275,1.91046,0.91368,1.17031,1.14179
D08,C,D08-C-0684,Immune-like,482.598,366.17,-4.935,0.74037,0.81437,2.28948,1.83879,1.13722,1.1247
D08,C,D08-C-0685,Epithelial-like,960.408,777.91,8.694,1.99001,1.03894,1.66707,1.26819,1.11165,1.02046
D08,C,D08-C-0686,Stromal-like,757.378,482.954,-234.507,0.41411,1.8389,0.81047,0.71414,0.67646,1.70803
D08,C,D08-C-0687,Immune-like,1068.257,705.603,-37.13,0.61786,0.45049,1.63581,1.34849,1.33732,1.70877
D08,C,D08-C-0688,Immune-like,1189.925,320.138,12.422,0.78005,0.20072,1.92131,1.19366,1.26141,1.22111
D08,C,D08-C-0689,Stromal-like,564.301,719.871,3.496,0.97575,1.87536,1.49398,1.30917,1.01941,1.03966
D08,C,D08-C-0690,Immune-like,390.397,475.003,12.299,0.62587,0.67438,2.19121,1.28942,1.18006,1.33728
D08,C,D08-C-0691,Stromal-like,1441.052,666.488,137.165,1.03575,2.49395,1.44036,0.61463,1.07926,1.4055
D08,C,D08-C-0692,Immune-like,1178.269,330.327,-1.288,0.5321,0.757,1.78702,1.04551,1.22396,1.69226
D08,C,D08-C-0693,Immune-like,441.319,390.246,6.245,0.5232,0.96066,2.04576,1.45424,0.99584,1.57964
D08,C,D08-C-0694,Stromal-like,591.809,231.642,57.393,0.8224,2.46878,1.20483,1.05579,0.99255,1.35337
D08,C,D08-C-0695,Immune-like,464.844,479.947,-38.993,1.06618,0.65385,1.9271,1.4712,1.49838,1.61708
D08,C,D08-C-0696,Stromal-like,1152.538,528.156,-96.758,1.26862,1.95284,1.73395,1.25864,1.30953,1.4092
D08,C,D08-C-0697,Epithelial-like,1006.852,464.253,-185.651,2.08995,0.47457,1.02367,0.76398,0.58594,1.35628
D08,C,D08-C-0698,Epithelial-like,808.598,316.418,-83.2,2.41018,0.62652,1.1741,0.97092,1.05445,1.58302
D08,C,D08-C-0699,Immune-like,1030.556,761.564,6.471,0.44816,0.66098,2.21794,1.164,1.30343,1.50712
D08,C,D08-C-0700,Immune-like,1194.54,321.243,13.901,0.65267,1.16417,1.97759,1.46625,1.19258,0.92555
D08,C,D08-C-0701,Epithelial-like,1110.837,427.761,-103.378,2.06904,0.56856,1.00134,0.81983,0.74997,1.50914
D08,C,D08-C-0702,Stromal-like,859.535,859.963,92.739,0.92738,2.44617,0.96707,1.04895,0.51734,1.52399
D08,C,D08-C-0703,Immune-like,716.474,210.834,47.049,1.00209,0.7029,1.97207,1.57427,1.01336,1.68707
D08,C,D08-C-0704,Epithelial-like,807.059,469.796,-250.665,2.21222,0.85093,0.66595,0.66842,0.36189,1.30542
D08,C,D08-C-0705,Immune-like,887.568,258.202,-17.712,0.46321,1.13262,2.07223,1.48195,1.53169,1.34739
D08,C,D08-C-0706,Stromal-like,289.499,312.425,139.737,0.30206,2.26905,1.02234,0.60138,0.8951,1.65711
D08,C,D08-C-0707,Stromal-like,1178.01,189.751,122.681,0.80199,2.09863,0.92833,0.38213,0.64369,1.18491
D08,C,D08-C-0708,Stromal-like,1343.867,793.785,162.353,0.49895,2.33076,0.69519,0.50361,0.49382,1.60593
D08,C,D08-C-0709,Immune-like,651.113,254.678,15.527,1.06992,0.56927,1.70671,1.05235,1.08493,1.26548
D08,C,D08-C-0710,Epithelial-like,639.999,702.036,-43.638,2.14555,0.81646,1.03402,0.98249,0.68356,1.17073
D08,C,D08-C-0711,Stromal-like,690.555,178.906,86.772,0.31298,1.93178,1.34885,1.13323,0.76632,1.26626
D08,C,D08-C-0712,Epithelial-like,431.719,864.18,189.032,2.1316,0.87957,0.85122,0.53632,0.63208,1.2185
D08,C,D08-C-0713,Stromal-like,726.8,819.615,56.813,0.8045,2.17468,1.38343,1.18157,0.73956,1.55388
D08,C,D08-C-0714,Immune-like,1321.837,351.598,64.924,0.64859,0.89468,1.95321,1.42888,1.4064,1.32825
D08,C,D08-C-0715,Stromal-like,178.704,665.126,187.425,0.52854,2.23388,0.78101,0.61897,0.37917,1.25627
D08,C,D08-C-0716,Stromal-like,1199.158,149.621,169.237,0.53121,1.69988,1.10996,0.80081,1.07067,1.48646
D08,C,D08-C-0717,Immune-like,1118.159,389.865,-76.151,0.75379,0.87274,1.89026,1.25766,1.20315,0.98578
D08,C,D08-C-0718,Epithelial-like,1087.045,334.959,-48.24,2.08657,0.64859,1.07033,0.82753,1.02434,0.83956
D08,C,D08-C-0719,Epithelial-like,1116.657,518.771,-122.087,2.38353,0.43851,1.34002,0.69533,0.98761,1.32611
D08,P,D08-P-0000,Epithelial-like,527.511,497.146,-83.634,2.71349,0.70712,1.43859,1.1707,0.91536,1.95757
D08,P,D08-P-0001,Immune-like,1577.038,665.18,223.272,0.05025,0.87691,1.36625,0.91116,1.037,1.42091
D08,P,D08-P-0002,Immune-like,321.662,364.962,92.64,0.42971,0.78672,2.14592,1.38545,1.118,1.53235
D08,P,D08-P-0003,Immune-like,1291.481,542.178,-0.413,0.28425,0.4662,2.36711,1.42244,1.47137,1.56867
D08,P,D08-P-0004,Immune-like,870.79,278.858,-41.953,0.43252,1.09613,2.23401,1.68222,1.17642,1.45242
D08,P,D08-P-0005,Epithelial-like,1067.091,535.919,-153.419,2.24901,0.65491,1.18856,1.03495,1.11532,1.18832
D08,P,D08-P-0006,Stromal-like,1099.585,806.389,72.706,0.90905,1.43782,1.32747,0.96359,0.66115,1.0351
D08,P,D08-P-0007,Epithelial-like,1127.1,614.204,-81.296,1.91968,0.47192,1.66505,0.84137,1.15907,1.56998
D08,P,D08-P-0008,Stromal-like,269.487,320.893,146.967,0.64375,2.19838,0.94006,0.61647,0.86204,1.13749
D08,P,D08-P-0009,Stromal-like,614.775,305.636,-22.353,0.87431,2.19364,1.82846,1.51545,1.28439,1.44913
D08,P,D08-P-0010,Epithelial-like,546.895,845.27,128.88,2.30368,0.32223,1.00382,0.41577,0.73097,1.35491
D08,P,D08-P-0011,Stromal-like,1353.977,481.777,41.677,1.03036,2.13241,2.19265,1.75063,1.49565,1.24012
D08,P,D08-P-0012,Stromal-like,410.433,803.547,144.353,0.93838,1.97035,1.09103,0.62005,0.53449,1.39933
D08,P,D08-P-0013,Stromal-like,1341.849,279.716,121.579,0.27789,2.14576,1.52896,1.19411,1.40226,1.17885
D08,P,D08-P-0014,Immune-like,922.509,368.567,-136.782,0.8706,0.17663,1.68148,1.19218,1.11254,1.6076
D08,P,D08-P-0015,Stromal-like,798.342,791.417,16.744,0.39732,2.4294,2.10673,1.52761,1.21618,1.30294
D08,P,D08-P-0016,Immune-like,1069.45,701.124,-40.874,0.60038,0.60184,2.77222,1.99779,1.8516,1.24305
D08,P,D08-P-0017,Epithelial-like,577.913,557.062,-111.117,2.348,0.72464,1.29656,0.89949,0.81186,0.94432
D08,P,D08-P-0018,Stromal-like,340.77,572.052,50.844,0.44019,2.14022,1.54034,1.10061,0.94185,1.30928
D08,P,D08-P-0019,Stromal-like,238.054,520.099,114.298,0.64856,2.1674,1.63609,1.09698,0.92815,1.08524
D08,P,D08-P-0020,Immune-like,1217.78,287.587,51.839,1.30438,0.34363,2.34666,1.68118,1.70335,1.30482
D08,P,D08-P-0021,Epithelial-like,503.405,588.071,-51.571,2.05295,0.85315,1.66194,1.24071,0.81973,1.45015
D08,P,D08-P-0022,Epithelial-like,1038.401,516.449,-175.75,2.42491,1.20737,0.88099,0.62692,0.81744,1.20293
D08,P,D08-P-0023,Epithelial-like,682.474,617.863,-137.101,2.08306,0.79914,1.05478,0.84007,0.75366,1.4526
D08,P,D08-P-0024,Stromal-like,444.951,213.573,131.388,0.50524,2.54828,1.32409,0.57621,0.94684,1.39916
D08,P,D08-P-0025,Epithelial-like,1126.28,558.042,-108.05,1.86763,0.37524,1.44222,1.20979,0.8182,1.33298
D08,P,D08-P-0026,Stromal-like,1314.23,793.967,148.024,0.4796,2.26163,1.65603,1.0689,1.25377,1.44412
D08,P,D08-P-0027,Epithelial-like,1146.493,650.914,-46.385,2.28418,0.84972,2.05757,1.6057,1.57828,1.29589
D08,P,D08-P-0028,Stromal-like,465.026,207.672,128.079,0.31786,1.80407,1.51941,0.84824,1.06955,1.43674
D08,P,D08-P-0029,Stromal-like,186.125,579.513,156.519,0.70832,2.43584,1.13934,0.76729,0.95959,1.58178
D08,P,D08-P-0030,Stromal-like,511.485,788.448,87.274,0.50869,2.60266,1.38633,1.07667,0.97067,1.39783
D08,P,D08-P-0031,Immune-like,360.891,633.235,58.098,0.83589,0.81853,2.26626,1.51187,1.28204,1.29719
D08,P,D08-P-0032,Immune-like,323.534,525.814,56.041,0.8617,0.42634,2.60281,1.56538,1.68817,1.39067
D08,P,D08-P-0033,Epithelial-like,731.283,195.749,61.244,2.12286,0.59089,1.4734,0.91364,0.82125,1.11519
D08,P,D08-P-0034,Immune-like,1198.645,400.359,-35.653,0.49724,0.70686,2.19876,1.39808,1.29007,1.72742
D08,P,D08-P-0035,Epithelial-like,860.98,786.332,9.104,2.24999,0.64557,2.61904,1.882,1.55173,1.21402
D08,P,D08-P-0036,Epithelial-like,824.851,129.932,127.239,2.29777,0.90297,1.48353,0.94913,0.86062,1.55944
D08,P,D08-P-0037,Epithelial-like,1150.237,518.394,-99.137,2.59868,0.75861,1.53075,1.24845,1.14377,1.48693
D08,P,D08-P-0038,Immune-like,793.659,226.141,19.868,0.53385,1.14474,2.50533,1.79426,1.42175,1.30146
D08,P,D08-P-0039,Stromal-like,221.452,624.894,144.874,0.44114,2.25696,0.9738,0.72623,0.90381,1.3436
D08,P,D08-P-0040,Stromal-like,329.724,235.228,168.796,0.55858,2.127,1.14169,0.96847,1.03232,1.43649
D08,P,D08-P-0041,Epithelial-like,838.233,823.232,51.037,1.96814,0.78844,1.80558,1.24025,1.2798,1.38796
D08,P,D08-P-0042,Epithelial-like,697.543,510.973,-200.572,2.02558,0.16111,1.1017,0.71065,0.52289,1.30011
D08,P,D08-P-0043,Immune-like,878.237,187.528,61.956,0.84536,0.8082,2.12982,1.2801,1.83497,1.59656
D08,P,D08-P-0044,Epithelial-like,337.148,835.02,204.708,1.86019,0.45043,0.79251,0.85713,0.64669,1.29534
D08,P,D08-P-0045,Epithelial-like,853.008,812.35,38.585,2.3598,0.93907,2.09812,1.78101,1.0034,1.31687
D08,P,D08-P-0046,Stromal-like,972.202,150.586,111.913,0.69621,2.0138,1.39298,0.83944,0.69643,1.09062
D08,P,D08-P-0047,Stromal-like,1057.552,38.451,249.387,0.73934,2.32591,0.80981,0.51713,0.47803,1.58272
D08,P,D08-P-0048,Stromal-like,1433.86,720.678,161.089,0.59542,2.39941,0.90092,0.81397,0.8515,1.36539
D08,P,D08-P-0049,Stromal-like,262.713,434.26,106.356,0.50369,1.90883,1.56552,0.70966,1.33507,1.38635
D08,P,D08-P-0050,Immune-like,1198.585,411.227,-41.176,1.12935,0.5981,2.26585,1.50054,1.62116,1.45122
D08,P,D08-P-0051,Stromal-like,683.862,736.233,-23.858,1.00664,2.5955,1.76016,1.34006,1.32472,1.37067
D08,P,D08-P-0052,Epithelial-like,546.618,397.33,-60.926,2.22215,0.79504,1.89848,1.22918,1.0552,1.43257
D08,P,D08-P-0053,Stromal-like,974.977,175.219,84.945,0.59218,1.98631,1.42537,1.07672,0.79179,1.47135
D08,P,D08-P-0054,Stromal-like,1212.265,632.857,-20.293,0.65706,1.89789,2.38092,1.89532,1.63831,1.04577
D08,P,D08-P-0055,Stromal-like,461.01,488.713,-37.473,1.08219,2.24967,1.71866,1.47915,1.1165,1.58271
D08,P,D08-P-0056,Stromal-like,826.874,867.173,101.187,1.09708,2.25006,1.16672,0.98108,1.19801,1.30711
D08,P,D08-P-0057,Immune-like,1085.546,248.425,33.205,0.48942,0.9167,2.28195,2.02622,1.35063,1.48848
D08,P,D08-P-0058,Stromal-like,1264.894,782.106,114.96,0.53681,1.89686,1.1562,0.6083,0.95436,1.9826
D08,P,D08-P-0059,Epithelial-like,838.254,752.411,-29.416,2.20486,0.37124,2.21368,1.24917,1.33962,1.23878
D08,P,D08-P-0060,Stromal-like,714.579,121.953,145.612,0.78786,2.23764,0.78312,0.7694,0.96885,1.39393
D08,P,D08-P-0061,Stromal-like,1288.811,580.798,6.136,0.50756,2.14689,2.19772,1.43061,1.46319,1.32582
D08,P,D08-P-0062,Epithelial-like,1073.721,341.163,-59.458,2.46175,0.79216,1.86829,1.31971,1.3222,1.53428
D08,P,D08-P-0063,Immune-like,1215.489,683.159,13.413,0.96298,0.45541,2.58639,1.65756,1.74463,1.08111
D08,P,D08-P-0064,Stromal-like,1175.078,233.415,80.176,0.76298,2.37405,1.4607,1.21897,0.83629,1.21262
D08,P,D08-P-0065,Immune-like,1418.123,753.908,172.746,0.4922,0.67985,1.26888,0.70338,1.39941,1.17945
D08,P,D08-P-0066,Epithelial-like,919.688,688.04,-97.127,2.34284,0.67002,1.56695,1.16717,0.92538,1.10046
D08,P,D08-P-0067,Epithelial-like,1060.809,489.281,-158.703,2.04649,0.56871,0.98429,0.81874,0.34546,1.22105
D08,P,D08-P-0068,Epithelial-like,817.317,671.372,-120.261,2.13762,1.09983,1.52636,1.38023,1.22504,1.43574
D08,P,D08-P-0069,Stromal-like,548.665,825.256,108.447,0.70736,2.22628,1.42395,0.90845,0.97241,1.6555
D08,P,D08-P-0070,Stromal-like,251.883,540.24,106.108,0.29412,1.84715,1.92691,1.32825,1.18831,0.79705
D08,P,D08-P-0071,Epithelial-like,1130.632,638.833,-63.382,2.0432,0.68804,2.14122,1.3218,1.31104,1.24458
D08,P,D08-P-0072,Epithelial-like,980.06,611.667,-159.113,1.99653,1.07917,1.42456,1.19836,0.97316,1.96154
D08,P,D08-P-0073,Stromal-like,665.677,142.915,130.828,0.79997,2.76004,1.46134,1.16806,0.83281,1.25618
D08,P,D08-P-0074,Stromal-like,512.635,282.529,41.714,0.3761,2.44417,2.26248,1.31447,1.84076,1.56145
D08,P,D08-P-0075,Stromal-like,230.763,786.404,222.775,0.67445,2.41422,1.05259,0.91228,0.4228,1.64117
D08,P,D08-P-0076,Stromal-like,232.065,775.035,214.463,0.71558,2.45828,0.67804,0.69148,0.3798,1.20263
D08,P,D08-P-0077,Immune-like,1111.541,774.395,44.8,0.55219,0.84144,2.10917,1.32491,1.40407,1.37075
D08,P,D08-P-0078,Epithelial-like,784.313,432.394,-205.998,1.75385,0.61953,0.94731,0.52459,0.76196,1.37596
D08,P,D08-P-0079,Immune-like,451.477,158.763,178.543,0.45382,1.09053,1.5686,1.46258,1.28936,1.20714
D08,P,D08-P-0080,Stromal-like,1411.45,367.821,112.117,0.52024,2.10591,1.15085,0.50996,0.65588,1.65071
D08,P,D08-P-0081,Stromal-like,1416.836,600.716,96.696,0.5049,2.24033,1.57865,1.5306,1.09507,1.21339
D08,P,D08-P-0082,Epithelial-like,1090.497,184.019,100.407,1.91893,0.68189,1.12123,0.49258,1.03313,1.05137
D08,P,D08-P-0083,Stromal-like,1127.445,827.831,103.113,0.59454,1.91855,1.30633,0.74163,0.97476,1.30262
D08,P,D08-P-0084,Stromal-like,1090.372,135.584,151.216,0.66975,1.89767,1.32561,1.24109,1.03863,1.24363
D08,P,D08-P-0085,Epithelial-like,1078.321,532.36,-146.565,2.54528,0.62126,0.90924,0.78378,0.7779,1.12652
